"","peak_acc","peak_amp","peak_F0","vidnames","individual"
"1",-0.15365440991445,2.04857647698165,780.311284383138,"11_June_session1_0_1","Fajar"
"2",0.592786245087993,0.97516228288941,479.955017089844,"11_June_session1_1_2","Baju"
"3",2.13846254721381,1.80308212279939,485.230475531684,"11_June_session1_2_3","Baju"
"4",1.59189183656352,1.6095307797544,513.858209680628,"11_June_session1_3_4","Baju"
"5",1.31355804259421,-0.221584846060223,499.139891447844,"11_June_session2_0_1","Baju"
"6",0.717789528325954,-0.413878576547884,506.113720929181,"11_June_session2_1_2","Baju"
"7",0.198439533204723,0.79964120745946,519.382861667209,"11_June_session2_4_5","Baju"
"8",-0.694645702677479,1.6002744207201,535.588745117188,"11_June_session2_5_6","Baju"
"9",-0.186005575312577,-0.0235632581935787,413.324439154731,"12_August_session1_3_4","Baju"
"10",-0.66254858631677,-0.0092624707699767,433.143463134766,"14_August_session1_0_1","Fajar"
"11",0.731113260110914,-0.214527082948891,396.435607910156,"14_August_session1_1_2","Fajar"
"12",-0.546591553520594,-1.24304689466401,410.167069611726,"14_August_session1_5_6","Fajar"
"13",-2.70122546439593,-1.62667939261436,423.712922272859,"14_August_session1_7_8","Fajar"
"14",-0.200975240728304,0.657417581439393,389.627704761646,"16_June_session1_1_2","Fajar"
"15",1.39429864230431,-0.131662753436406,377.309837058738,"16_June_session1_2_3","Fajar"
"16",0.361523629802601,0.552478540114378,408.386565031829,"16_June_session1_3_4","Fajar"
"17",0.617260148024672,-1.19843101366822,407.134304847246,"16_June_session1_4_5","Fajar"
"18",1.32023990119656,0.579727444867304,381.104736328125,"16_June_session1_5_6","Fajar"
"19",-0.14528066015357,1.55351645197138,377.589384856047,"16_June_session1_6_7","Fajar"
"20",0.607472446673167,0.287262380716987,360.681976318359,"16_June_session1_7_8","Fajar"
"21",0.969465234513507,-0.931495193651474,385.325450755932,"16_June_session1_8_9","Fajar"
"22",0.599675485548466,0.217354704087921,397.160148338035,"16_June_session1_9_10","Fajar"
"23",0.765446090358787,0.541990385896157,376.682238260905,"18_June_session1_0_1","Fajar"
"24",0.896867960129118,1.07728622224559,382.261657714844,"18_June_session1_17_18","Fajar"
"25",-0.25728152619371,0.445556188204507,397.469146728516,"18_June_session1_18_19","Fajar"
"26",-1.24053105683879,1.26914049327839,350.239807128906,"18_June_session1_19_20","Fajar"
"27",-0.125218261672688,0.881925259442076,420.046905517578,"18_June_session1_20_21","Fajar"
"28",0.57899884543585,0.598505602553452,410.118381076389,"18_June_session1_21_22","Fajar"
"29",-0.0443891762083865,-0.253524545992907,414.067108578152,"18_June_session1_3_4","Fajar"
"30",0.306317343620766,0.610513738871396,396.67083062066,"18_June_session1_4_5","Fajar"
"31",-0.473790921335635,0.429018753859745,382.46630859375,"18_June_session1_6_7","Fajar"
"32",0.950597506373018,-0.382673921310188,390.437994215224,"18_June_session1_8_9","Fajar"
"33",0.349078997912671,-1.03147448039095,439.255862765842,"21_August_session1_0_1","Fajar"
"34",-0.167050828479064,-1.35788051732056,415.247880723741,"21_August_session1_1_2","Fajar"
"35",0.287582594421812,-1.44358804020083,455.186085595025,"21_August_session1_11_12","Fajar"
"36",-1.48616695877941,-1.84431364358406,417.164279513889,"21_August_session1_13_14","Fajar"
"37",-0.533473896588466,-1.53151389569642,401.346052381727,"21_August_session1_15_16","Fajar"
"38",-0.122197127461936,-1.17208969658148,388.10992996781,"21_August_session1_3_4","Fajar"
"39",-0.6093341182705,-1.59208138361205,419.141607213903,"21_August_session1_4_5","Fajar"
"40",-1.16268309809868,-1.46445993014598,403.035666006583,"21_August_session1_5_6","Fajar"
"41",0.393675178073442,-1.10231079517672,433.175568757234,"21_August_session1_9_10","Fajar"
"42",-0.306434260916913,0.172427502290084,386.203643798828,"24_August_session1_0_1","Fajar"
"43",-1.18720187685639,0.469605210120171,406.955139160156,"24_August_session1_1_2","Fajar"
"44",-1.1773387205925,0.0263746160833665,385.2833376284,"24_August_session1_3_4","Fajar"
"45",0.0751320594160943,-0.635947928162204,511.922244601779,"11_June_session1_4_5","Baju"
"46",-1.07849682457281,-0.540913415836954,520.405665079753,"11_June_session1_5_6","Baju"
"47",0.0807557053159002,1.47591219946912,485.105093496817,"11_June_session1_6_7","Baju"
"48",0.748746564341489,1.42117238065757,510.549110742263,"11_June_session2_2_3","Baju"
"49",0.432884076124203,0.218936658962014,497.162535490813,"11_June_session2_3_4","Baju"
"50",0.161755959413737,0.00800105129366946,413.139622158474,"12_August_session1_2_3","Baju"
"51",-0.14435197371171,0.0995392994711059,417.815149377894,"12_August_session1_5_6","Baju"
"52",0.569585770067163,0.562858911598413,396.733734130859,"12_August_session1_9_10","Baju"
"53",0.76062408956753,-0.0418112182706623,404.283901638455,"13_June_session1_0_1","Baju"
"54",-0.485537778155295,1.66826777766504,480.817352294922,"13_June_session1_2_3","Baju"
"55",0.362319925328478,-0.463708746517253,478.223327071578,"13_June_session1_4_5","Baju"
"56",0.450141618124929,1.41994689767222,488.087869149667,"13_June_session1_5_6","Baju"
"57",4.40876994374991,0.0274123052364865,413.467864990234,"16_June_session1_0_1","Fajar"
"58",0.203592723661802,-0.0940070467771539,378.204561869303,"18_June_session1_14_15","Fajar"
"59",0.361589646618703,-0.600253882267186,415.425738864475,"18_June_session1_16_17","Fajar"
"60",-1.7415215865155,-0.395212043353977,421.114428484881,"18_June_session1_5_6","Fajar"
"61",0.00942133962687845,0.014945023732257,391.17310333252,"18_June_session1_7_8","Fajar"
"62",-0.432515712094354,-0.453798530070899,375.992834726969,"18_June_session1_9_10","Fajar"
"63",0.0504161765505386,-0.980083155073435,434.841331199363,"21_August_session1_10_11","Fajar"
"64",-1.78267831233998,-1.43612879439353,420.227754946108,"21_August_session1_8_9","Fajar"
"65",-0.24528468120618,0.0179992784621141,430.51308299877,"12_August_session1_4_5","Baju"
"66",-0.855989810988237,-1.88555223486744,423.655063958816,"21_August_session1_17_18","Fajar"
"67",-0.239240092446407,-0.0417311461512675,423.464027687355,"12_August_session1_1_2","Baju"
"68",0.187514378846703,0.216125874195587,341.568054199219,"12_August_session1_6_7","Baju"
"69",-0.204475119419637,-0.425375143822165,379.915161132812,"12_August_session1_8_9","Baju"
"70",0.0861524929501306,1.43382276956542,480.356318721065,"13_June_session1_3_4","Baju"
"71",0.288589590080954,0.960155491600921,502.266907868562,"13_June_session1_6_7","Baju"
"72",-2.08594810446702,-1.04148723609975,432.605544478805,"14_August_session1_12_13","Fajar"
"73",-0.314892248415117,0.0387423056404265,415.466638635706,"14_August_session1_4_5","Fajar"
"74",-0.425894886744899,0.420280879314006,399.915100097656,"18_June_session1_10_11","Fajar"
"75",0.466395720108703,-0.2130423278688,395.269684968171,"18_June_session1_11_12","Fajar"
"76",0.06604215063713,0.961802191263882,409.4813335403,"18_June_session1_12_13","Fajar"
"77",-0.734995804774319,0.403841224363126,394.93524452492,"18_June_session1_13_14","Fajar"
"78",0.21662347156215,0.871864348147699,403.147430419922,"18_June_session1_15_16","Fajar"
"79",-0.601901771199827,1.21937603447294,371.268585205078,"18_June_session1_2_3","Fajar"
"80",-0.712295311796431,-1.86724233610303,415.955595793548,"21_August_session1_12_13","Fajar"
"81",-0.299223826125877,-1.84966642206096,413.343020968967,"21_August_session1_14_15","Fajar"
"82",-2.50828553937239,-1.12262484607711,415.451330114294,"21_August_session1_2_3","Fajar"
"83",1.40795400607574,0.611257516910223,399.283246075666,"21_August_session1_7_8","Fajar"
